,Nickname,Review,Hashtag
731,duck_f.d.p," 오래 기다리긴 했지만 새우맛은 진짜,,, 크고 맛있고 진짜 핵존맛탱 ㅠㅠ이틀내내 갈걸","웰컴씨푸드,welcomeseafood"
732,bbang_is_life," 쑥절미갸또 (₩6800) - - 쑥 갸또에 크림은 쑥크림+인절미 크림..! 할매입맛...! 쑥은 엄청 진했다! 근데 막 찌이이인한 정도는 아니구 적당히 진한?? 갸또보다는 파운드케이크 느낌에 가까웠던 것 같다 할매입맛이라면 무슨 맛일지, 그리고 당연히 맛있는 조합인거 말모말모 . 요즘 그런데 쑥 너무 많이 먹었나보다.. 뭔가 쑥이 새롭지가 않아 당분간 쑥 10번 먹을거 7번만 먹어야겠다.. -","길복,빵라잎_수원,빵라잎_케이크,빵라잎_쑥,수원카페,쑥절미갸또,호매실동카페"
733,chochuchochu, 오늘...어때요?? . .,"스노우,건대카페,최가커피,셀기꾼"
734,_im_cafe, 크로플이 먹고 싶으당 쫀득한 아이스크림이 제맛ㅎㅎ,"오카방고,죽전카페,오카방고,카페거리,용인,크로플맛집,수지카페,보정동카페거리"
735,_im_cafe,  여름에 갔지만 가을에 올리기ㅋㅋㅋㅋㅋㅋㅋㅋ  요기 신갈에서 젤로 큰 카페 아니가욥 엄청 넓어서 좋은데 빵도 맛있어서 조타  ,"9block,9block,신갈점,넓은카페,용인카페,신갈카페,신갈외식타운,치아바타,소보루,아이스아메리카노,나인블럭신갈,기흥카페"
736,a_dcafeartgram, 레트로 감성의 <우리들의20세기> 매장안에 LP판과 서적들이 전시되어있어 볼거리도 있고 감성적인 카페입니다 :) . . .,"아꽁다꽁의카페스타그램,카페탐방,카페투어,카페추천,수원카페,행궁동카페,우리들의20세기,커피맛집,감성카페"
737,chochuchochu, 다음은    ,"넷플릭스,2012,1달무료체험,뽕뽑자,킹덤,착오,레인,파이널데스티네이션,영화2012,넷플릭스추천,넷플릭스영화추천,영화추천,스릴러영화,넷플릭스영화"
738,bbang_is_life, 옥수수치즈케이크 - (₩6500) - - 너무 배달빵을 많이 올린 것 같아서 옥수수치케가 있는 줄 몰랐는데 메뉴에 있길래 바로 주문! 옥수수덕후 아니먹어볼 수 없겠죠? . 개인적으로 정식카페보다 옥수수맛이 강하서 좋았다. 정식카페는 맛있긴 한데 옥수수맛이 너무 은은...! 치케 특유의 향과 맛이 강하긴 한데 그래도 옥수수가 착실하게 들어있는편이라 그래도 옥수수라는 이름을 붙일 수 있을 정도라고 생각했다 -,"슬로우그로스,빵라잎_케이크,빵라잎_서울,빵라잎_옥수수,석촌카페,케이크맛집,옥수수치즈케이크"
739,a_dcafeartgram, 아늑한 동화같은 분위기의 <오제도> 이 곳은 빵이 참 맛있어요! 특히 녹차스콘은 달콤 씁쓸하고 진하더라고요 종로 5가역 골목에 있으니 잘 찾아가셔야 합니다. 분위기는 가봤던 카페중에 제일 아늑했어요! 마치 다락방 안에서 공부하는 기분이었습니다. 카페 안에 빈티지 소품도많고 조용한 음악이 담긴 앨범도 팔더라구요,"카페투어,카페탐방,동네카페,골목카페,홈카페,카페추천,종로카페,종로5가카페추천,종로5가역카페,아늑한카페추천,placetovisitinkorea,goodcafe,tastycafe,공부하기좋은카페,vintageinterior,yummy,caferecommendation,coffeeshop,korea,homecafe,photo,photography,photographer,사진,사진가,오제도,카페오제도"
740,duck_f.d.p, 정월 카페 . . .,"정월,정월카페,강남카페,맛스타그램,맛,소통,좋아요,일상,일상스타그램,선팔,맞팔,팔로우,potd,daily,좋아요반사,coffee,instagram,인스타,like,먹스타그램,카페스타그램,카페,먹방,맛집,먹부림,존맛탱,jmt,cafe,food,Delicious"
741,mezas_favorite, 추천 저는 배가불러서 못먹었지만 수플레팬케이크가 맛있다고 하네요! 커피도 맛있습니다.  . 자리가 넓어서 가실려는 카페 자리가 없을경우 가셔도 좋습니다! . 서울특별시 송파구 백제고분로45길 15 2층 온화 (송파동 42 2층 온화) 주차불가능 ( 눈치있게 근처에..) .,"송리단길데이트,잠실,잠실카페,송리단길,송리단길카페,송파구,송파카페,송파데이트,잠실데이트,온화,카페온화,온화카페"
742,chochuchochu, +윤정상,"3mk,강남역맛집,MJU"
743,steamed68bread,nan,"남양카페,남양맛집,화성시청카페,요미상회,쑥케이크"
744,kkjihui, . . .,"더티카푸치노,카페스미냑,인생카페발견,인테리어카페,방이동카페,맛스타,daily,맞팔,일상,소통"
745,a_dcafeartgram, 카페탐방 1 수원역: 카페키노이수 너무 달지않은 고소한 밀크티와 부드러운 나무색으로 가득한 카페  Cafe tour 1 Suwon Station: Cafe Kinoisu Delicious milk tea and beautiful wooden interiors,"카페탐방,카페,홈카페스타그램,홈카페,cafe,cafetour,카페투어,수원역카페,수원역데이트코스,수원역카페추천,카페추천,koreacafe"
746,kkjihui,  . . .,"협재해수욕장,여행,다시오고싶었던,제주도,바다여행,제주바다여행,안녕협재씨,맞팔,일상,소통,휴가,제주도바다,daily,travel"
747,chochuchochu," 2020 여름휴가  갈치 키가 나보다 큰듯  서비스도 좋고 맛도 좋다!! 김치전, 잡채 3번 리필해먹음ㅋㅋㅋㅋ","덥다,제주여행,춘심이네,갈치구이"
748,chochuchochu,nan,"도쿄,tokyo,동경,일본,japan,vacation,설,구정,여행,travel,친구,우에노,ueno"
749,ssom.cafe_zip,nan,"LLOW,경주,카페스타그램,경주카페"
750,ppoongsfood," 너무 정갈하게 나와서 없던 술맛도 돌아오네요,, 물론 술맛이 없었던 적은 없죠 안주도 다 맛있고 분위기도 너무 좋아요데이트 장소로도 술집으로도 안성맞춤",쿠루미
751,ming._.log," "" "" 의 "" "" (₩3,800) . 버터 풍미 가득한 은비스브레드의 믿먹 시오사토 스콘과 사장님의 수제 딸기잼과 무염버터 한 조각이 살포시 올라가 있는 스콘 . 잼이 가운데 부분에만 있어서 끝 부분은 그냥 스콘만 먹게되는데 스콘 자체가 너무 맛있어서 잼 없이 먹어도 대만족이었다. 버터향이 꽤 많이 나서 만족만족! . 버터리한 스콘과 딸기잼의 조합을 먹다보니 케엪씨 비스킷과 딸기잼이 생각났다(이 조합 말해뭐해 조합 아닌가요) 은비스브레드의 베리스콘 역시 말해뭐해 조합 기본적인 조합들이라 먹는 사람에 따라 무난하다고 생각할 수 있지만 나는 정말 맛있게 먹은 스콘 중 하나다.. 딸기 디저트 많이 맛 볼 수 있는 겨울은 증말 좋은 계절이다 . 독감을 핑계로 하루종일 빵 먹고 있다ㅋㅋㅋㅋㅋㅋㅋ 요즘 독감 유행인가봐요 다들 조심하세요!!","은비스브레드,베리스콘"
752,mezas_favorite, . . 사이공 커피 꼭 드셔보세요. 한적해서 정말 좋은곳! . . .,"apt,aptseoul,이태원,이태원역카페,한남동카페"
753,sty8183,nan,"신촌,카페,cafe,커피,coffee,써밋,summit,써밋컬쳐,summitculture,코스타리카,카푸치노,동네카페,카페투어,커피스타그램,카페스타그램,소확행"
754,gd_observer, 성수동에 있는 동네 밖으로 나오면 (5.0)를 자주 마시게 되는 듯(호로록) 친구도 (4.0)가 맛있다고 했당 희희...,"자그마치,플랫화이트,아아메"
755,jg_shin__, 오늘은! 'ANTICO CAFFE ALAVIS' 입니다. 조명이 마음에 드는 카페였습니다. . . .,"카페,카페스타그램,커피,일본여행,오사카,난바"
756,kkjihui, . . .,"강남,devilsdoor,얀희먹방,분위기좋은,레스토랑,맥주는다음에,selfie,셀스타,맞팔,일상,소통"
757,cafe._tambang, 오늘은 인왕산 뷰 . . . .,"인스타충의_카페탐방,서울,종로,경복궁역,서촌,경복궁역카페,서촌카페,서촌카페추천,경복궁역카페추천,카페아르크,cafearc,카페스타그램,커피스타그램,먹스타그램,맛스타그램,햇살맛집,인왕산뷰,좋아요,좋아요반사,인친,소통,카페투어"
758,chochuchochu, 2020 여름휴가 ,"카페델문도,함덕카페,태교여행"
759,_im_cafe, dotblanket  브런치아닌 런치타임ㅋㅋㅋㅋ 아보카도랑 쉬림프 조합은 진짜 쵝오  맨날 맨날 이런거 먹고싶다 ,"도트블랭킷,dotblanket,안국역카페,북촌카페,브런치카페,서울브런치,안국브런치,종로브런치,brunchcafe,브런치카페추천,북촌한옥마을,안국카페,서울카페,브런치맛집,과카몰리,아보카도쉬림프샐러드,종로카페"
760,cafe__is," 송리단길_브런치 존맛탱 맛집인 카페   주말 늦은 점저에 브런치하러 간곳  애매한 시간에 방문해서 웨이팅 했어용! 스프와 샌드위치가 시그니처 메뉴라 전부터 너무 가보고싶었고 굉장히 기대했던 카페였어요 갈릭포크바게트샌드위치가 대표메뉴인데 품절되서 못먹었어여 흑흑,, 여기서 돼지런한 사람만 맛있는걸 먹는다는걸 느꼈답니당  아쉬운대로 에그쉬림프 샌드위치를 시켰는데 계란이 폭신폭신 짭조름하구 새우가 넘 탱글해서 눈 번쩍 뜨이는 맛이에여 !! 빵도 엄청 부드럽구 진짜 jmt 밤호박스프는 왜이렇게 맛있는거에요? 처음 먹어보는맛인데 진짜~ 정말~ 진심~ 맛있었어요 ㅠㅠ 안에 빵을 구워서 넣어주셔서 스프랑 같이 먹으면 세상 맛있어요  행복 별거 없다는 생각이 들더라구요 추천 꾸욱  브런치 맛집 인정  담번엔 갈릭포크바게트 먹으러 다시 다녀오께요 꼬우    코그노센티,cognoscenti   서울 송파구 백제고분로45길 5-18 1층  영업시간 매주 월요일 휴무 , 12:00 - 21:00  ","송파,송파카페,송리단길,송리단길카페,디저트카페,송파나루,송파나루카페,석촌카페,석촌감성카페,석촌호수핫플,송리단길카페추천,석촌호수카페추천,카페투어,카페그램,카페스타그램,카페추천,카페인테리어,카페탐방,카페탐방러,카페디저트,카페맛집,카페데이트,이쁜카페,셀카맛집,서울카페"
761,yo_uouou,nan,"트라비,생과일파블로바"
762,ssom.cafe_zip," 분위기가 따땃해서 찾게되는 이에오 - 지난번 아아가 맛이 좋아서 이번엔 콜드브루랑 시그니처인 크림화이트 먹엇는데 진짜 너어무 맛있어서 만족 케꾸가 없어서 아쉬웠지만,, 예나 지금이나 따땃한 분위기라서 아늑함 가득이라구요 -  -","원더러스트,원더러스트,WANDERLUST,원더러스트카페,포항,양덕,카페,카페스타그램,카페투어,커피,커피스타그램,커피투어,포항카페,양덕카페,아늑한카페,커피맛집,분위기맛집,콜드브루,크림화이트맛집"
763,sty8183,nan,"뚝섬,성수,카페,cafe,커피,coffee,베러로스팅랩,betterroastinglab,브루잉,콜롬비아,프론티노,게이샤,카페투어,커피스타그램,카페스타그램,소확행"
764,chochuchochu,nan,"토요일아침,단호박에그슬럿,단호박_3개더남앗다,단호박마스터가될테야,새우파티"
765,yo_uouou,nan,"홍시궁,홍시라떼,홍시요거트스무디,홍시찹쌀떡"
766,bbang_is_life," 흑임자갸또 (₩7000) - - 흑임자갸또+인절미가나슈+흑임자크림 조합 흑임자맛 너무 진하면 약간 느끼해져서 많이 못먹는데, 얘는 그정도로 진하지는 않았다. 그래서 흑린이인 나는 괜찮았는데 흑임자 찌이인한거 좋아하는 흑임자 덕후라면 좀 약하다고 느낄수도 -","길복,빵라잎_수원,빵라잎_케이크,빵라잎_흑임자,수원카페,흑임자갸또,흑임자케이크"
767,chochuchochu,nan,"결혼식,더화이트베일,서정적살롱"
768,_im_cafe, Getsomecoffee  더티카푸치노와 쿠키의 조합 ,"강남카페,역삼카페,강남역카페,카페추천,겟썸커피,지하카페,카페스타그램,맞팔,선팔,cafe,카푸치노,쿠키맛집"
769,happiness_hyen," 자전거 타러 가면 이거 먹는다면서~ 처음 먹어봤는데, 와사비 같은 특이한 맛이 난당 특대가 왜케 큰건지 에피타이저 만두는 그저그럼~.~ . . .","신기한맛,닭가슴살,초계국수,먹스타그램"
770,duck_f.d.p, 히히 인생샷 건진카페 아인슈페너 크림 밑에 코코넛라떼가  . . .,"블루문,코코넛커피,코코넛라떼,아인슈페너,아메리카노,맛스타그램,맛,소통,좋아요,일상,일상스타그램,선팔,맞팔,팔로우,potd,daily,좋아요반사,instagram,인스타,like,먹스타그램,카페,먹방,맛집,먹부림,cafe,food,Delicious,foodstagram,잠실"
771,duck_f.d.p, 점심에 샤브뷔페먹고 저녁에 또..과식해따ㅎㅎㅎㅎ 아마따 여기 존맛이에요 건대오면 꼭 추천|~~!,"한양중식,칠리새우,짬뽕,탕수육"
772,mezas_favorite, . 저는 뉴올리언스보다 콜드브루가 맛있네요 . . .,"일본,오사카,블루보틀,교토,블루보틀교토,osaka,kyoto,bluebottle,bluebottlekyoto"
773,kkjihui, 으쌰 . . .,"혜화,대학로,selfie,iph,f4f,instadaily,빈티지한카페,홍콩샤워카페,l4l,일상,맞팔,소통"
774,suljjin," 대전 서구 갈마동 “와타요업” 평일 점시시간이 살짝 지났음에도 웨이팅이...대기명단 작성 후 무한 기다림... (튀김을 튀기다보니 기름냄새 때문에 대기하는 손님한테 미리 주문을 받고, 들어가면 바로 먹을 수 있게 해주심!) 튀김을 먹다보니 살짝이 느끼함이 올때 맥주 한모금 화이트와인에 절인 토마토맛있오...","대전,대전맛집,와타요업,갈마동,갈마동맛집,텐동맛집,와타텐동,바질토마토,생맥주,텐동,대전여행,대전서구맛집,갈마공원맛집,둔산동맛집,갈마역맛집,둔산여고맛집,대기,웨이팅"
775,cafe__repost, @cafe_opposite,"opposite,대구카페,카페추천,카페공유,카페리포스트"
776,cafe._tambang, 햇살 맛집 타르트 맛집 . . . .,"인스타충의_카페탐방,일산,파주,야당,일산카페,파주카페,야당카페,파주카페추천,야당역카페,카페애플,cafeapple,파주신상카페,햇살맛집,타르트맛집,먹스타그램,맛스타그램,커피스타그램,카페스타그램,카페투어,좋아요,좋아요반사,인친,소통"
777,sty8183,nan,"명동,카페,cafe,커피,coffee,로투스,lotus,브루잉,콜롬비아,동네카페,카페투어,커피스타그램,카페스타그램,소확행"
778,happiness_hyen,nan,"라이프워크,명동카페,세상힙함"
779,sty8183,nan,"대흥,하노이별,쌀국수,먹스타그램"
780,cafejowa,nan,"대천카페,보령카페,카페스타그램,코랄커피,카페조와"
781,kkjihui, . . . •경주가면 꼭 들려보세용,"넘이쁜,경주,황리단길,비밀공간,경주비밀공간,분위기깡패,jcaferecommend,빈티지,레트로느낌,여행끝,국내여행,맞팔,일상,소통"
782,chochuchochu, 너는참좋겠다 살쪄도 귀여워서 . .,"어라운드독,애견카페,오향족발"
783,ssom.cafe_zip," - 황리단길소디스에 이어서 안강소디스까지! 진짜 너티크레마 너무 맛있고 에이드도 뭐 하나 빠지는거 없이 완벽해,, 효자점만 방문하면 도장깨기 완료인가ㅎㅎㅎㅎ","소디스,안강소디스,경주,안강,카페,카페스타그램,카페투어,커피,커피스타그램,경주카페,안강카페,커피맛집,에이드맛집,너티크레마"
784,duck_f.d.p, -카페앤아더- 오늘 날씨 완전 여름 !! . . . .,"카페앤아더,뚝섬,서울숲,수영장카페,맛스타그램,맛,소통,좋아요,일상,일상스타그램,선팔,맞팔,팔로우,potd,daily,좋아요반사,instagram,인스타,like,먹스타그램,카페스타그램,카페,먹방,맛집,먹부림,존맛탱,jmt,cafe,아메리카노,coffee"
785,chochuchochu, 밥먹고나니 =_=,"졸려,쿄다이키친,가츠동"
786,kkjihui, . . .,"이태원,경리단길,말카커피,말카,스노우라떼,빈티지카페,jcaferecommend,특이한,cafe,맞팔,소통"
787,kkjihui, @c_sunger . . .,"happybirthday,이태원,경리단길카페,세렝게티,맛스타,분위기,인테리어,커피맛,최고,모카봉봉,카페탐방,jcaferecommend,일상,소통,역마살그램"
788,cafefae, 당근케이크가 그리울땐제주,
789,cafejowa,nan,"천안카페,부대동카페,카페스타그램,민진원카페,카페조와"
790,love_cafestagram, 자리는 조금 불편.. 그래두 아늑하구 분위기가 좋았담  메뉴도 커피도 가져다 주시고 치워주심.. 티를 시켜 마셔서 뭔가 맛은 평가하기 어려움. 티는 맛있었지만 특별하진 않은맛그나저나 홍차먹었다고 잠이안오나,"송리단길,카페,경성광장"
791,chochuchochu, ,샤넬
792,sty8183,nan,"공덕,경의선숲길,카페,cafe,커피,coffee,브루니치,brewniche,브루잉,에티오피아,트와콕,동네카페,카페투어,커피스타그램,카페스타그램,소확행"
793,sty8183,nan,"신촌,경의선숲길,카페,cafe,커피,coffee,써밋,summit,summitculture,써밋컬쳐,브루잉,케냐,동네카페,카페투어,커피스타그램,카페스타그램,소확행"
794,a_dcafeartgram, Flat White 오늘은 우유가 모자라서 쪼고만 컵에 크림을 올린 플랫화이트를 먹었어요,"일상,브런치,카페스타그램,홈카페,홈카페그램,맞팔,선팔,homecafe,caferecipe,coffee,latteart,홈카페놀이,recipe,deliciousdrink,coffeelover,coffee,homemaderecipe,homemadecoffee,howtomakedeliciousfood,서울,집카페,서울카페,카페레시피,감성카페"
795,chochuchochu, . .,"우주정원,이천,별빛정원우주,별빛정원,야경"
796,fortune0216, 이 한 질감이 사진으로까지 보이네ㅋㅋ ㅠㅠㅠ 이건 진심 ㅠㅠㅠㅠ 아 진짜 매일 먹고 싶은 맛ㅠㅠ 나만 알고 싶은 카페인데 이미 유명함ㅋㅋㅋㅋㅋㅋ . .,"크리미,크림라떼,인생라떼,카페스타그램,카페,일상스타그램,여행스타그램,일상,데일리,먹스타그램,맛스타그램,카페투어,도장쾅쾅,통영,여기오려면마음먹고와야함,통영여행"
797,duck_f.d.p," 우리는 그렇게 먹고 또 먹어따고 한댜 ,,^ㅠ^ 슬러시는 토끼때메 산거ㅎㅎㅎ히히","오징어순대,아바이순대,아바이마을,닭강정,속초닭강정,만석닭강정,속초중앙시장,슬러시"
798,cafefae, ,
799,sty8183, 3시간걸려버렸다...,"동대문역사,콩툰,퍼즐,원피스"
800,ming._.log," "" "" 의 "" "" (₩6,000) . 너무 맛나보였던 비주얼과는 달리 맛은 . 오렌지가 들어가서 상큼상큼한 맛을 기대했는데...맛은 오렌지가 아닌... 향만 오렌지!!! . 호밀의 신맛과 오렌지의 신맛이 섞여서 뭔가 이상한...맛을 느끼게 해줬다랄까 . 쫀쫀하고 빽빽한? 느낌의 식감은 좋았는데 맛이 너무 아쉬웠다ㅠㅠㅠㅠ 가족 그 누구도 탐내지 않아했던 비운의 빵이 되어버린....ㅋㅋㅋㅋㅠㅠㅠㅠ 나도 재구매 의사가 저어어어어어어언혀 없는 것으로,,,,","오월의종,호밀오렌지"
801,bbang_is_life, 말차갸또쇼콜라 - (₩6000) - 몇년째 꾸준한 발루토! 이 메뉴를 17년도에도 먹었었는데 아직도 판매를 한다. 가끔 아예 메뉴가 사라져버리는 곳들도 있어서 아쉬운적이 있었는데 이렇게 꾸준한건 참 좋은 것 같다 . 쑥덕이면서도 녹덕이기도 한 내가 느끼기에도 녹차맛이 진하게 느껴져서 좋았다(스즈키엔 7단계 먹는 사람..) . 갸또답게 꾸덕하면서도 크림에서도 녹차맛이 낭낭해서 녹덕이라면 추천 - -,"발루토,빵라잎_서울,빵라잎_케이크,빵라잎_크림,빵라잎_녹차,신림카페,말차갸또쇼콜라,갸또"
802,happiness_hyen, 저녁엔 회 먹을테니까 집가서 전투태세 갖추라는 아버짘ㅋㅋㅌㅋ,"아부지,소고기,안창살,토시살,생갈비,부채살,먹방,점심스타그램,일상스타그램"
803,duck_f.d.p," 빨리 점심 먹고싶다,, ",금요팅
804,ming._.log," "" "" 의 "" 기본도넛 "" (￦12,000) . 링도넛에 먼치킨까지 이게 바로 만이천원의 행복 . 도넛 양에 비해서 굉장히 저렴한 값에 판매하는터라 양치기로 승부하는 곳일까 조금 걱정했는데 괜한 걱정이었어요ㅎ.ㅎ 유화제 합성착향료 제빵계량제 등 화학 성분 일체 안넣고 만드신다더라구요!! 기름도 깨끗한 기름 사용하시는지 도넛이 뽀얀색 자랑해요! 그래서인지 던킨이나 크리스피 같은 시중 도넛보다 덜 느끼했어요 도넛이라 기본적인 단 맛은 어쩔 수 없지만 달기 또한 시중 도넛보다 확실히 좀 덜한 느낌이었구요! . 그리고 딸기잼 올라간 도넛들 먹구 놀랐던게 잼도 직접 만드신 수제잼 올리시나봐요. 잼맛이 일반 기성 제품맛이 아니라 진짜 집에서 만든 딸기잼맛이 났어요 판매되는 도넛맛에서 느끼는 아주 약간의 홈메이드 느낌..?!ㅋㅋㅋㅋㅋ . 먼치킨에는 바바리안 필링이 들어있습니당! 먼치킨도 부들부들 너모 맛있어서 꿀떡꿀떡 잘 넘어가서 티비 보면서 팝콘 먹는 마냥 먼치킨 주워 먹고싶구...(넘 오반가..?!ㅋㅋㅋㅋㅋ . 확실히 덜 달고, 덜 느끼하고, 덜 물리는 도넛이라 벌써 반 순삭했다죠 . 바게트 종류들도 맛있다던데 다음엔 같이 사볼까봐요",달콤도넛
805,dalda.__.guri," 올드페리 마지막 리뷰!! 겉에는 코코넛 칩에 토핑되어 있고 안에는 상큼한 크림치즈가 가득 들어있다 코코넛 칩이 중간 중간 씹혀서 먹는 맛이 있다 코코넛을 그닥 좋아하지는 않는데 코코넛도넛은 은근 맛있넹..?! 내가 좋아하는 크림치즈도 들어있어서 그런지 완전 내 스타일 나의 총평: 역시 올드페리 믿고 먹을 만 하다 메뉴 상관없이 내용물도 가득 차 있고 달달하고 맛있움 도넛빵도 되게 쫀득하니 이때까지 먹어 본 도넛 중에 여기가 최고인 듯 담에는 말차, 라즈베리, 피넛버터, 크림브륄레 다 먹어볼거다","달다구리,코코넛도넛,올드페리도넛,올드페리도넛,올드페리도넛한남,도넛,도넛맛집,도넛카페,카페,카페맛집,빵,빵맛집,빵투어,빵집,빵쟁이,빵덕후,빵순이,베이커리,베이커리카페,빵스타그램"
806,chochuchochu,nan,"옥탑방고양이,연극,대학로,야옹"
807,homebab.cafe, 작설차를 선물받았어요. 녹차의 어린잎으로 처음 수확할 때만 나오는거라 그냥 녹차보다 비싸다고 합니다! 맛도 일반 녹차의 쓴 맛이 아예 없고 진짜 은은하게 달아요덕분에 이틀 내내 따뜻하게 1L씩 마셨더니 너무 좋네요,
808,yamstagram_always, 노른자가 쥬르륵  원래 반숙을 죠아하고요ㅠㅠ 하나도 안비리고 샌드위치랑 너무 찰떡궁합이고요... 꺄  ,"성신여대,카페,서울,샌드위치,어스핸드위치,에베카도샌드위치,베이컨,아보카도,토마토,바질페스토,수란,꿀조합,먹스타그램"
809,a_dcafeartgram, 포르투갈 Nata O Bica 에그타르트 후기! 서울 커피엔베이커리 페어에서 구매했습니다! 겉은 바삭한 페이스튜리에 안에는 꼬수운 에그타르트!! 라떼와 함께 먹으니 2배로 맛있네용ㅎㅎㅎ,"서울카페앤베이커리페어,카페앤베이커리페어,대치동디저트,홈카페,에그타르트,에그타르트맛집,베이커리,홈카페,홈베이킹,seoulcafe,디저트,디저트맛집,홈인테리어,dessert,eggtart,nataobica,베이커리페어,카페스타그램,대치동"
810,fortune0216, 배터지게 연어를 먹었던 날 ㅋㅋㅋㅋ 올해가 얼마남진 않았지만 올해 먹을 연어는 이때 다 먹음ㅋㅋㅋㅋㅋㅋ 소름끼치게 와사비 많이 넣으면 캐맛남 쌍엄쥐척!!,"연어,육회한연어,먹스타그램,맛집"
811,happiness_hyen, 후토마끼 짱맛 같이 간 동생도 만족,"진가와,재방문맛집,후토마끼맛집,을지로맛집"
812,cafeplace_forme," . 유자 아메리카노, 아보카도 아메리카노 등 깔롱만의 특이 메뉴가 있었던 카페. 디톡스 음료인 비트 주스도 있어서 카페인을 못 먹는 분도 방문하기 좋다. 카페 사장님 넘나 친절하시다..ㅎㅎㅎ .","카페,카페투어,카페스타그램,홍대카페,홍대카페추천,마포구카페,홍대입구역카페,합정카페,합정카페추천,상수카페추천,상수카페,서울카페,카페탐방,깔롱커피,카페투어,카페투어그램,비트주스,디톡스주스,유자아메리카노,cafe,koreancafe,韓国カフェ,カフェ,韩国咖啡馆,咖啡馆"
813,yo_uouou,nan,"더앨리,브라운슈가밀크티"
814,homebab.cafe, 이거 진짜 맛있어요 꼭 해드세요 ㅠㅠ 재료는 간장+계란+파 끝입니다. 적당히 밥이랑 약간 눌을 때까지 올리브유에 볶아주면 돼요. 이거 3일 해먹음 ㅋㅋㅋ 너무 간단한데 존맛입니다!,파계란볶음밥
815,chochuchochu, 쫄보 로벤이랑 ,"도그베이838,강아지수영장,애견수영장,개터파크,어린이대공원"
816,ming._.log," "" "" 의 "" "" (￦2,300) . 감자봉 맛있다는 소리를 얼핏들은거 같아서 먹어봤는데 맛있었다!! 어디선가 얼핏 잘 주워들은걸로..ㅎㅎㅎ . 케찹은 아니지만 케찹스러운 달달한 소스가 뿌려진 길다란 고로케를 생각나게 하는 비주얼이다 위에 뿌려진 소스맛이 어릴 때 분식집에서 500원 주고 사먹었던 꼬치에 뿌려진 소스를 떠올리게 하는 맛이랄까?! 더 달달한 양념치킨소스 같기도 하구... . 빵 부분은 찹쌀도너츠 좋아하는 사람들이라면 좋아할 것 같은 쫀득한 식감이었다 난 찹쌀도너츠 성애자라 쫀득한 식감은 완전 만족!! . 근데 새우봉이라서 새우를 볼 수 있을까 기대했는데 새우는 어디로 간거니.... 감자무스에서 찾아볼 수 없는 새우들... 새우살이 씹혔으면 더 맛있었을거 같은데 아쉽다ㅠㅠㅜ 맛은 전체적으로 나쁘지 않았지만 가격이 너모 비싸....","파리바게트,새우감자봉"
817,gd_observer, 강남역 오랜만에 카페투어해서 기부니가 좋았그든여!! (3.8) 저거 달달하고 퍼석하니 완전 내 스타일이었고 (6.3)은 구냥그랬음. (6.5) 도 쏘쏘. (6.0) 은 내거아니라 안마셔봄. 강남역에서 여러명 친구 만날 때 오기 좋은 곳!! 아 사진에는 없지만 여기는 가 진짜 맛있음...저녁이라 못 마셔서 아쉬웠다.ㅠㅠ,"떼시스,카모플라주,파운드케익,티라미수,오레오쉐이크,자몽에이드,더치아메리카노"
818,kkjihui, . . .,"cafe,agito,카페아지토,아늑한,jcaferecommend,카페추천,카페탐방,신부동카페,맛스타,맞팔,일상,소통"
819,ming._.log," "" "" 의 "" "" (₩4,500) . 이렇게 하늘에 구멍 뚫린 마냥 비를 쏟아내는 날에는 늘 상큼한 것이 생각난다. 그래서 빵동고에 고이 묻어두었던 레몬파운드를 꺼내봤다 . 고이 묻어둔 레몬파운드는 묵직함을 자랑하는 호식이의 레몬 파운드. 꾸덕하기 보다는 밀도가 높아서 뻑뻑한 것에 더 가깝다고 해야할 듯 싶다. 뻑뻑과 촉촉함 사이 그 어딘가에 있는 듯한 느낌이랄까. 80의 뻑뻑함과 20의 촉촉함 정도 . 중간중간 새콤함을 더해주는 레몬(?)도 씹힌다. 아무튼 레몬파운드답게 레몬의 새콤함이 잘 느껴지는 디저트였다. 그리고 달다. 파운드도, 아이싱도 다 달다. 크기와 두께 자체는 다른 곳들의 파운드보다 크고 두꺼운 것이 확실하다 . 사실 몇개월 전, 구입한 당일 날에 먹었을 때는 아이싱 끝맛에서 정체 모를 텁텁함이 입에 남는 바람에 '다들 맛있다했는데 내 입에는 별로인가봐'하고 촉촉한 마음으로 냉동실에 고이 묻어두었다 . 몇개월동안 냉동실에서 숙성(?)된건지 구입 당일 아이싱에서 느껴졌던 묘한 거슬림이 느껴지지 않아서 이번에는 의외로 만족하며 먹었다ㅋㅋㅋㅋ냉동실에 쳐박아두긴 했지만 냉동실 문을 자꾸 여닫는 텃에 실제로 아이싱 부분이 많이 녹긴 녹았었다만,,,, 아이싱 부분이 녹아서 괜찮았나ㅋㅋㅋㅋ . 레몬 아이싱 자체도 새콤한 맛이 느껴진다. 내 기준에서는 아이싱이 너무 두꺼워서 텁텁함이 느껴졌던거 같은데 아이싱이 얇게 발리면 내 스타일일듯하다","호라이즌16,레몬파운드"
