,Nickname,Review,Hashtag
5946,kgm868686, 2020.06.03. 삼성전자에서 5월 가정의달 이벤트로 갤럭시로 찍은 부모님 사진 업로드하고 CJ외식상품권에 당첨되서 부모님과 서면 빕스로 갔다 ㅎㅎ 주문해서 야무지게 먹었다 지금은 새우 관련 이달의 메뉴여서 완전 좋음 ㅋㅋ 많이 먹고 배부르고 디저트도 먹고 부모님도 좋아하셨다 ㅎㅎ 삼성전자 이벤트 덕분으로 부모님께 효도도 하고 맛있게 사드리고 와서 기분도 좋았다 30%할인 쿠폰도 있어서 저렴하게 잘먹고 옴~ @samsungkorea 에서 외식상품권 선물받음,"삼성전자,갤럭시부모님사진전,withGalaxy,삼성전자이벤트,CJ외식상품권,당첨,빕스,외식,부모님과함께,외식,서면점,샐러드바,맥주,먹스타그램,술스타그램,먹방,배부름,맛있다,일상,소통,좋아요,굿,후기스타그램,감사합니다"
5947,o_ourcafe,,"서초카페,카페로비"
5948,trebella_oly,  - . . . -  서울 송파구 마천로7길 18 1층 -,"꼬앙드파리,커피,커피투어,커피그램,커피한잔,커피투어,커피타임,커피맛집,카페,카페투어,카페스타그램,카페탐방,카페그램,카페놀이,카페디저트,송파구카페,서울카페,seoulcafe,cafe,coffee,감성사진,감성카페,송파카페,방이동카페,오금동카페"
5949,comet.way, 대체 얼마만의 카페 마실인가 !,"프런트데스크,망원카페,망원동카페,카페투어,카페기록"
5950,kgm868686, 2017.11.22.,"회사행사,도미노,출장뷔페,단합,집중,재미,자주했음,좋겠다,즐건하루,먹스타그램,배부르다"
5951,dolphinman9un, 그롷ㅎ,
5952,_coffeeismylife_, ,
5953,comet.way, 음료 한잔 마셨더니 나갈때 예쁜 컵에 한잔 더 주셨다. 카페 이름이 위트 있다 ㅡ2018년 9월,"시발점,카페시발점,연남동카페"
5954,comoosoo, 중국 정통 훠궈를 무한리필로 즐길 수 있는 훠궈나라 요즘 날씨에 먹기 딱 좋은 훠궈 뜨끈뜨끈 맛있다 무한리필이라 배터지게 먹고 옴 . . .,"맛집,종로구맛집,종로맛집추천,훠궈맛집,대학로맛집,대학로맛집추천,무한리필맛집,훠궈나라,대학로,훠궈,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
5955,foodie_mingg, 넘예쁘고귀엽고좋았던곳 . .,"오수비,오수비카페,푸밍_진해,진해카페,진해맛집,진해맛집추천,진해핫플,진해카페추천,진해오수비,진해카페투어,창원카페,창원핫플,창원가볼만한곳,진해가볼만한곳,카페,카페스타그램,카페투어,카페추천,맛스타그램,맛집,맛집추천,맛집투어,먹스타그램,먹스타맞팔,먹스타그램"
5956,kgm868686, 2018.9.15. ㅜㅜ 비록졌지만,"사직동,롯데자이언츠,야구관람,넥센,5대6으로패,팬사랑페스티벌,유니폼받음,좋다,매진,역시나,불꽃놀이,라이팅쇼,굿,즐건시간"
5957,comoosoo, 조만간 꼭 사먹는다 너무 귀여워 . . .,"꿀떨어지는푸,배스킨라빈스,케이크,아이스크림케이크,베스킨라빈스,푸,곰돌이푸,아이스크림,간식,간식스타그램,맛집,오늘뭐먹지,푸드스타그램,맛스타그램,먹스타그램,일상,데일리,존맛탱,JMT,food,daily,fff,cake,foodstagram"
5958,zesnie_,,"얼스어스,얼스어스해운대,earthus"
5959,cafe_onni, 기대 안하고 들어왔는데 분위기 깡패,"단양카페,커피잡화점,가곡카페,가곡면카페,단양커피잡화점,카페스타그램,카페투어,onni_단양"
5960,suyu.naldaramgi, 성신여대 '미미상회' 바닐라라떼 쏘쏘 밀크플랫 존맛 나는 사전에 정보가 없는카페는 주로 자리에 앉아서 옆테이블이 뭐먹나 관찰하는편이다. 이날도 여기오려던 계획이아니여서 사전에 정보가없었으므로 탐색 옆테이블 남자두분이 녹차라떼?같은거랑 밀크플랫드시는것을 보고 시켰다 (녹차는 즐겨마시지않기에 패쓰) 와~~근데 진짜맛있었다 나의 바닐라라떼는ㅋㅋ쏘쏘해서 짝꿍꺼였던 밀크플랫을 내가 다 마심 다들 티라미수도 드셨지만 밥먹으러 갈꺼라서 티라미수는 패스 담에가면먹어볼것이다 (여기 메뉴판은 사진이 있어서 고르기 용이하다 사장님 센스굿) 재방문의사 있음,"미미상회,성신여대카페,성신카페,밀크플랫,카페탐방"
5961,kgm868686," 2020.08.04. 심플리쿡 셀토스 콜라보 이벤트 당첨 지금 휴가철이고 요즘 캠핑이 유행이다 보니 보냉백은 정말 필수이다 우리집도 부모님이랑 1년에 한 두번은 여행을 가는데 그때 도시락, 술, 고기, 물, 음료 등등 넣어서 잘 다니는데 큰 보냉백이 항상 필요했었다 예전에 소고기 포장된 보냉백을 들구 다녔는데 높이가 낮아서 불편했는데 심플리쿡 보냉백은 엄청 크고 높이도 커서 정말 많이 들어가서 너무너무 좋았다 먹방 우리 가족 여행에 딱인거 같다 @simplycook_official 에서 선물받음","심플리쿡,2021셀토스,기아,셀토스,보냉백,심플리쿡보냉백,캠핑,캠핑음식,캠핑요리,여행필수템,후기스타그램,감사합니다,놀러가고싶다,계획짭시다,일상,소통,좋아요,굿,여행,나들이"
5962,comoosoo, 치즈콘닭은 언제나 맛있다 닭다리부터 뜯어서 냠냠,계림원
5963,cafe_onni,,"단양카페,커피명가,얼그레이티,카페스타그램,카페투어,onni_단양"
5964,kgm868686, 2020.02.08. 168계단 ㅋㅋㅋ 처음 가봤는데 조금 오르막 내리막 하지만 볼만했다 내려다 보이는 모습이 멋지네,"초량,이바구길,처음가봄,장기려더나눔센터,이바구공작소,이바구충전소,이바구놀이터,168계단,내려갈땐,168모노레일,무료예요,올라올땐,숨이차오른다,이바구정거장,담장,남선창고터,옛백제병원,부산여행,부산볼거리,부산나들이,일상,소통,좋아요,굿"
5965,kgm868686, 2019.10.21. 드디어 - 부가네농장에서 한 황금향 무료나눔 이벤트에 추첨제인데 운좋게 당첨되었다 올레~^^ 배송이왔고 상자를 열어보았다 상태도 좋고 바로 부모님이랑 냠냠~~ 알이 꽉 차있고 껍질은 얇고 새콤달콤 완전 맛났다 상콤해서 입맛 계속 땡겼다 ㅋ 비타민섭취도 하고 맛있고 환절기 감기 걱정 뚝할것같다 뒤에 동영상처럼 껍질까서 먹었다 - @bugane0510 ,"부가네농장,황금향,나눔이벤트,당첨,행운,굿,먹스타그램,먹방,황금향농장,제주도,애월,애월리,후기스타그램,비타민섭취,감기뚝,감사합니다,잘먹을게요,좋아요,소통"
5966,kgm868686, 2019.11.07. ㅋㅋ 점심시간이라 사람들 많다 점심시간 ㅎㅎ,"스완양분식,부산시청점,점심시간,옛날돈까스,경양식돈까스,느낌아니깐,맛있다,먹스타그램,좋아요,소통,굿,일상,직장인스타그램,짧다"
5967,cafe_onni, 역시 JMT,"빌리엔젤케이크,빌리엔젤,billyangel,billyangelcake,여의도카페,국회의사당역카페,자몽케이크,카페스타그램,카페투어,onni_서울"
5968,kgm868686, 2019.05.24.,"금요일,오후,간식,잘먹었어용,허쉬초코바아이스크림,달달구리,시원,쿠앤크오믈렛,부드럽다,굿,당땡길시간,맛있당,먹방,먹스타그램,소통,좋아요"
5969,kgm868686, 2019.02.05.,"설날,언니형부,와인선물,칠레와인,DONNABELLA,돈나벨라,2병,맛있네,술스타그램,먹스타그램,잘먹을게,둘째,출산,축하해"
5970,kgm868686, 2018.12.30. ㅋ,"일요일,낮잼,잼라이브,우승,그러나,상금,818원,저녁에는,망함,500만원,몰빵,부럽다,나는,언제,새해복많이받으세요"
5971,c.eunae_, 오프닝포트 인기 많은 자리 뷰 ,"은애_카페기록,가오픈카페,오프닝포트,아피네오프닝포트"
5972,kgm868686, 2018.9.12.,"서면,대한cgv,물괴,시사회,인스타,호야님,juyoinmul,이벤트,당첨,좋다,감사합니다,김명민,김인권,혜리,최우식,이경영,박성웅,재밌당,예전,괴물,사극판,느낌,영화스타그램,즐거운시간"
5973,kgm868686, 2020.07.18. 기대를 안하고 봐서 나는 나쁘지 않았다 강동원 배우를 좋아해서 ㅎㅎ 극장가서 보기~ 부산행을 엄청 재밌게 본 사람들은 실망할 수도 있겠지만 ㅋㅋㅋ 나는 뭐 괜찮게 봤다 히히히 영화관도 거리두기로 자리에 앉고 마스크 써서 안전하게 보고 왔다,"반도,영화,강동원,이정현,부산행후속,영화스타그램,일사,소통,좋아요,굿,데일리"
5974,dolphinman9un,,aroma
5975,kgm868686, 2019.06.02. 이후로 는 그외에도 은 기본,"대구여행,대구,메인,스팟,이월드,두둥,룰루랄라,오사카,유니버셜,진짜,오랜만에,놀이동산,타본후,최애,메가스윙360,킹왕짱,스카이드롭,부메랑,범퍼카,바이킹,카멜백,허리케인,신난다,떨림,두근거림,오랜만,재밌당,여행스타그램,좋아요,소통"
5976,own_ravelyy, 사랑하게 된 우무 ,
5977,comoosoo, 내가 좋아하는 동네 맛집 밥파스타 간만에 갔다왔다! 차돌박이 샐러드피자랑 알리오올리오 주문!! 피자에 차돌박이가 한가득 야채랑 같이 먹으니 더 맛있다 알리오올리오는 살짝 매콤해서 느끼하지도않고 딱 좋음 언제 가도 친절하고 맛있는 밥파스타 . . .,"밥파스타,파스타,피자,봉천동맛집,관악구맛집,현대시장맛집,파스타맛집,피자맛집,샐러드피자,알리오올리오,맛집,데이트,럽스타그램,온더테이블,푸드스타그램,맛스타그램,먹스타그램,마늘빵,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily,pizza,pasta"
5978,g.y.w_cafe, 1.연유라떼 당충전이필요해서먹었다 맛있다 2.바닐라라떼 친구가 시켰는데 내꺼먹기바빠서못먹어봤다 친구는항상저걸먹는듯함 3.마카롱 마카롱이너무달지않고부드럽고맛있다 꼬끄가너무달지않다는점이매력적 쫀쫀함보다는부드러움이더많이느껴짐 4.다쿠아즈 되게부드럽다약간뭐라해야지..폭신폭신?거린다 5.휘낭시에 부드러운거만먹다가 약간푸석거리는질감의느낌을먹어서그런지 다른느낌이라좋았다 마들렌도궁금하다 아메리카노 서비스로주셨는데내취향이었다 물맛나지않고씁쓸하고강하고 가게는되게아기자기하고가격은착하다고생각한다 집앞에있다면자주갈듯하다,"산본,카페,아쿠아비트,카페그램,마카롱,다쿠아즈,바닐라라떼,연유라떼,휘낭시에,카페투어"
5979,comet.way, ㅡ 텔레비전 갬성 바로 공항으로 슝슝 우도는 갔지만 오름을 못간게 너무 아쉽다ㅠ ㅡ,"카페한라산,cafehallasan,제주,제주카페,제주시카페,제주도카페,구좌읍카페,구좌카페,일상,기록,카페투어,카페,커피,카페스타그램,커피스타그램,cafetour,cafestagram,jejucafe,koreacafe,jeju"
5980,kgm868686, 2018.8.16. 정다가 급검색해서 찾은곳ㅋ,"서면,브룩스,넓고좋다,빵,디저트,굿,카페스타그램"
5981,_coffeeismylife_, ,
5982,cadette_jeon, ᴅ ᴍᴜsᴇᴜᴍ,
5983,kgm868686, 2020.08.07. 집에 있는 호접란에 꽃이 폈다 호접란 꽃피우기 쉽지 않던데 ㅎㅎ 작지만 튼실하게 폈네 ㅎㅎ 이쁘다 ㅎ 집이 화사해짐 ㅎㅎㅎ,"호접란,집,꽃,식물,이쁘다,일상,소통,좋아요,굿"
5984,kgm868686," 2020.01.07. 신혜선 배우님이 선전하는 보타닉힐보 프로바이오덤리페어리프팅크림을 받았다 전에 샘플을 써봤는데 좋아서 체험단 신청을 했었다 언박싱 영상을 보면 크림이 뽁뽁이에 안전하게 배송이 왔고 크림 상자를 열어보니 프로바이오덤 크림 50ml와 리페어스킨소프너 20ml 가 함께 들어있었다 안그래도 스킨도 필요 했었는데 너무 딱 좋은 구성이다 새해가 되면서 나이가 이제 서른 중반이 되다보니 눈가주름, 피부탄력이 고민이었는데 이 제품을 몇일 써보니 피부당김도 없어지고 향도 괜찮고 피부도 탱탱해지는 느낌이 들었다 아직 몇일 써보진 않았는데도 스스로 조금 느껴질 정도면 꾸준히 바르면 효과가 있을거 같다 아침 저녁으로 스킨 세럼 다음 단계에 발라주는데 주름, 탄력에 효과있는 제품이라 아이크림을 요즘 안발라주고 있다 ㅎㅎ 꾸준히 더 써봐야 겠다 주름아 펴져라 ㅎㅎ @botanicheal.boh_official 에서 선물받음","보타닉힐보,실검1위크림,2019년,누적5관왕기념,체험이벤트,당첨,탄력핏크림,프로바이오덤리페어리프팅크림,후기스타그램,뷰티스타그램,피부케어,홈케어,뷰티,안티에이징,쫀쫀밀착,감사합니다,일상,소통,좋아요,젊어지자"
5985,kgm868686, 2016.12.23. 한나언니 축하~ 메리크리스마스 겸 송년회 모임 ㅋㅋ 받음,"크리스마스이브의이브,불금,오매족,서면,턴잉모임,송년회,1차,바베큐족발,치즈족발,맛있당,페이스북인증샷올리고,주먹밥"
5986,comoosoo, 홍대데이트 갔다가 들린 염소자리심야식당 메뉴들 플레이팅도 넘 예쁘고 와인이랑 같이 먹으니 분위기가 더 좋댜 데이트코스로 아주 좋은 홍대맛집! 여기 다음에 또 가야지 . . .,"상수맛집,상수술집,심야식당,홍대맛집,홍대와인,홍대핫플,홍대jmt,상수동맛집,상수데이트,홍대데이트,홍대핫플레이스,염소자리심야식당,술스타그램,맛집,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
5987,kgm868686, 2020.02.29. 코로나로 외출은 자제하고 집에서 부모님과 부추전에 막걸리 냠냠 맛있고만,"부추전,막걸리,생탁,저녁,먹스타그램,술스타그램,먹방,맛있다,일상,소통,좋아요,굿"
5988,yun.sojin,,"치팅데이,교촌상봉1호점,달고,짜고,치킨스타그램,치킨추천,치킨먹방"
5989,sorikangsound, 디카페인 반반 조합도 맛나,"아이스아메리카노,스타벅스,별다방,카페스타그램"
5990,kgm868686, 2019.08.15.,"센텀,홉스피제리아,점심,치즈듬뿍피자,봉골레파스타,맛있당,굿굿,먹방,먹스타그램"
5991,yun.sojin,,"운동스타그램,토요일8시,성수대교,야경스타그램,다이어트그램,먹고운동하자,유산소운동,살빼자그램,화이팅"
5992,kgm868686, 2018.5.13.,"진해여행,김달진문학관가는길목에,나와나타샤와흰당나귀카페,멋지다,아이스아메리카노,시원해,여유,좋구나,꽃많다,카페스타그램"
5993,comoosoo, 데이트장소로 넘 좋은 유즈 분위기가 정말 좋다~ 안주들도 하나같이 다 맛있어서 술이 술술 들어가는 곳! 가성비도 좋고~단골될듯 . . .,"맛집,상수,홍대,합정,합정맛집,홍대맛집,상수맛집,상수술집,합정술집,홍대술집,상수이자카야,상수유즈,사케,술스타그램,데이트,푸드스타그램,맛스타그램,먹스타그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
5994,foodie_mingg, 오픈시간에 맞춰서 간 요니부! 아뉘 넘 맛잇엇던 감동의 맛  . .,"진해맛집,요니부,푸밍_진해,요니부카츠,안심카츠,진해,진해맛집추천,진해핫플,맛집,맛스타그램,맛집추천,먹스타그램,먹방,먹스타,먹방스타그램,일상,맞팔,fff"
5995,c.eunae_, 바다가 보이는 카페,"은애_카페기록,온더버튼,onthebutton,속초카페"
5996,lovelys._.ss,,"부산야식,송정해수욕장,문토스트,부산핫플"
5997,lovelys._.ss,,"부산카페,레브꽁뜨,남천동카페,광안리카페,광안리,수플레팬케이크"
5998,taxxy._.gram, 이게 진짜 밥도둑이지 밥심하면 또 김치찌개!! 아니 돼지찌개로 변경 . . . . . . . .,"먹스타그램,먹스타,일상,일상스타그램,먹방,맛집,맛집스타그램,맛스타그램,음식,음식사진,음식스타그램,맞팔,밥심,선팔,밥장인,밥장인돼지찌개,좋반,foodie,푸드스타그램,소통,팔로우환영,선팔맞팔환영,먹스타맞팔,데일리,daily,l4l,f4f,foodstagram,돼지찌개,돼지찌개맛집"
5999,hh_hhm_," 여행 첫날에 폰 잃어버리기,, 몇장없는 내사진 . .","일본,여행,해외여행,후쿠오카,앞으로,휴대폰,목에걸어야하나,새폰,새폰장만,폰번호바꿈,잘쓰자"
6000,cafe_030, 공릉동에 위치한 라떼맛집 라떼와 쿠키의 조합 다음엔 밝을 때 와봐야지:) -비스킷플로어,
6001,time2drink_coffee,,"모디스트임팩트,modestimpact,모디팩트,세종시카페"
6002,yun.sojin,,"잇더서울,마라닭강정,수원왕갈비닭강정,푸드트럭"
6003,kgm868686, 2018.12.21.,"불금,연말모임,2차,온천장,요코즈나,술에따라,안주는,알아서줌,당황,간바레오토상,시원하게,따뜻하게,두가지로마심,회못먹는쌤이있어,나잘먹음ㅋ,담에는,옆집가자ㅋㅋ,먹스타그램,술스타그램,배불"
6004,kgm868686," 2020.06.07. 사상에서 유명한 해장국 친구들이랑 예전에 가자가자 했던곳~ 사상역 근처(본점)에서 유명해져서 르네시떼역 근처에 신관이 생긴거 같다 사람 많고 ㅎㅎ 정말 양이 많다~ 예전보다 살짝 살이 덜 고아진거 같긴했지만 ㅎㅎ 뼈해장국, 감자탕 좋아하시는 아부지랑 한번 같이 가보고 싶다는 생각을 했당 히히히 배터지게 잘먹음 ㅎㅎ","최뼈다구,최뼈다구해장국,해장국,친구들이랑,먹스타그램,먹방,맛나요,사상맛집,신관,대박,일상,소통,좋아요,굿"
6005,comet.way, 동해 바다 보며 커피 한잔 ㅡ2016 여름,"테라로사,테라로사사천점"
6006,comoosoo, 저녁으로 먹은 떡볶이프로 밀떡볶이 반조리라서 정말 편하다 라면끓이는거랑 비슷 양도 많고 쫄깃쫄깃한 떡에 소스까지 넘 맛있었다 삶은 계란까지 넣어먹으니 짱맛 다음엔 라면사리도 넣어서 먹어봐야지 여행갈때나 캠핑갈때 챙겨가기도 좋을듯 . . @tteokbokki_pro . .,"떡볶이프로,떡볶이,떡볶이맛집,맛집,떡볶이스타그램,떡,떡스타그램,간식,간식스타그램,밀떡볶이,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,맛집그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6007,yooheena, 앙스이데아,
6008,kgm868686, 2020.07.06. 추천 받은 달곰프란찌녹차크림쿠키 ㅎㅎ 안달고 녹차맛 쿠키 맛있네 오홍홍 커피속에 모카치노 ㅎㅎ 내꺼 ㅎㅎ 달달 살쪄서 큰일 ㅋㅋㅋㅋ,"점심시간,이마트24편의점,부산시청동원점,달곰프란찌녹차크림쿠키,커피속에모카치노,아메리카노,스타벅스아메리카노,흑당두유,청포도에이드,먹스타그램,일상,소통,좋아요,굿"
6009,zesnie_,,"어라이크커피,alikecoffee"
6010,own_ravelyy, 'Moodmore' 여기 너무 귀여운 거 많아서 올릴 사진도 많앙,
6011,time2drink_coffee, 소제화실,"대전카페,소제동카페,소제화실"
6012,c.eunae_, 딸케 음청 맛있다는 소문이 @eunjuice___ 가 갔는데 내가 다녀온척,"은애_카페기록,구월동카페,cafeyield,카페일드"
6013,cafe_onni, 오랜만에 콘파냐,"제천카페,에스프레소콘파냐,플레인스무디,제천카페추천,제천시내카페,제천맛집,제천여행,카페스타그램,카페투어,onni_제천"
6014,time2drink_coffee, ,"라포레스타,세종시카페,조치원카페,고복저수지,고복저수지카페,raforesta,자몽에이드,아이스아메리카노"
6015,cafe_girok," 쌍문동의 골목에 자리하고 있는, 정겨운 카페  쌍문동 커피  드라마 봄밤에도 출현한 카페,정원의 초록과 커피의 부드러움이 조화를 이룬다. —————————————— where : 서울 도봉구 도봉로 116길 5 when : 10:00-23:00 what : 쌍커딸기라떼 5.0 쌍커앙버터 4.5",ㅋㅍㄱㄹ
6016,kgm868686, 2019.11.16. - 회동수원지 쬐금 산책하고 부산대로 궈궈 저번에 갔던 카메 맞은편에 있었다 가는길에 하수구 냄새는 좀 심한편 ㅠㅠ 그거 좀 고쳐지면 좋겠구만 맛은 쏘쏘 했다 매운라면은 목구멍 콧구멍을 강타함 ㅋㅋㅋ 막매운건 아닌데 칼칼한 느낌...,"겐쇼심야라멘,부산대,회동수원지,안쪽,돈코츠라멘,카라이라멘,먹스타그램,먹방,소통,일상,굿,좋아요"
6017,yun.sojin, 크리스마스분위기~,"동물병원,강아지,크리스마스"
6018,yun.sojin, 비오는날~진로한병이랑~~~,"일요일,새벽근무,울타리곱창,중랑구맛집"
6019,cafe_onni,,"원주카페,행구동카페,마이테라스,마이테라스행구점,원주베이커리카페,카페스타그램,나비파이,초코칩스콘,카페투어,onni_원주"
6020,kgm868686, 2019.02.10. ㅋ ㅋ,"잼라이브,스크래치,중독,드디어,당첨,프링글스,7만잼은,저번에,당첨됨,진짜,당첨잘안되는데,물품은,처음당첨,굿,재밌다,맨날,긁고있음"
6021,yun.sojin,,"할아버지공장,아이슈페너,졸리다"
6022,kgm868686, 2019.08.09. 떠서 ㅋㅋㅋ 출금후 또 모아야되는데 잘 안해짐 ㅋ,"간만에,낮잼,잼라이브,점심시간,알람,들어갔는데,7문제,우왕,찍기,우승,399원"
6023,comoosoo, 내가 애용하는 쇼핑몰 육육걸즈 홈페이지 리뉴얼 했다!! 홈페이지 리뉴얼 기념 이벤트로 10% 할인중 장바구니 담다보면 끝이 없다 육걸 홈페이지 리뉴얼해서 보기 더 편해지고 좋으다 점점 더 발전하는 육육걸즈 @66girls 리뉴얼 축하해요~~~~~ . . .,"육육걸즈,육걸해피리뉴얼,66girls,옷,연말룩,이벤트,이벤트참여"
6024,kgm868686, 2017.7.8. 언니랑 조카와서 ㅎ 오랜만에 닭 그리고 시원하게 ㅋ,"토요일,집먹방,찜닭,맥주,먹스타그램,술스타그램,맛나다역쉬,아이스크림케익,후식,맛있다역쉬"
6025,o_ourcafe, ,
6026,comoosoo, 야식으로 먹은 동춘닭강정 양 진짜 진짜 많다 . . .,"동춘닭강정,닭강정,치킨,닭강정맛집,야식,간식,야식스타그램,간식스타그램,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,일상,데일리,존맛탱,JMT,food,daily,delicious,fff,f4f,ootd"
6027,lovelys._.ss,,"부산카페,더팜471,범어사카페,피크닉카페"
6028,c.eunae_, 멜로우브런치카페 지하층 조명 ,은애_카페기록
6029,comoosoo, 송리단길 데이트하면서 점심먹으러 간 피제리아라고 더블 엑스트라 마르게리따 화덕피자는 역시 맛있다 특히 치즈가...... . . .,"피제리아라고,송리단길,송리단길맛집,잠실맛집,석촌호수맛집,송파구맛집,송파맛집,피자,피자맛집,화덕피자,치즈,송파동맛집,맛집,푸드스타그램,맛스타그램,먹스타그램,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily,럽스타그램,데이트,온더테이블,onthetable"
6030,kgm868686, 2017.8.28. ㅋ,"대만여행,둘째날,스펀,천등날리기,징안치아오,흔들리는다리,단수이,말할수없는비밀촬영지,홍마오청,101빌딩,LOVE조형물,덥다역시"
6031,comoosoo, 신세계강남점 라플 애플파이 줄서서 기다렸다 사먹은 곳! 바삭하고 달콤한 파이 사과랑 커스타드크림이 잘어울린다 . . .,"맛집,라플,신세계강남점,애플파이,신세계강남점맛집,강남신세계맛집,라플애플파이,디저트,간식,맛스타그램,먹스타그램,맛집,꿀맛,JMT"
6032,cafe_onni,,"안동카페,땡큐커피,thanqcoffee,카페스타그램,카페투어,안동데이트,당근케이크,onni_안동"
6033,comoosoo, 불타는 탄두리치킨,아그라
6034,ordinary_mood, 첫 크로플 ! 시나몬 아이스크림이 말도 안되게 맛있었다. 5분도 안돼서 순-삭,"피트어패트,pit_a_pat"
6035,comoosoo, 스타벅스 케이크 번트 치즈 케이크 부스러기가 장난아니지만 그래도 맛있다 . . .,"스타벅스,번트치즈케이크,케이크,카페,치즈,치즈케이크,2020,케익,디저트,맛집,오늘뭐먹지,푸드스타그램,맛스타그램,먹스타그램,간식,간식스타그램,일상,데일리,존맛탱,JMT,food,daily,fff,cake,dessert,cafe,onthetable"
6036,cafe_girok, 조용하고 아늑한 분위기가 매력적인  카페 프레임  긴 말이 필요없는 디저트와 센스있는 소품 인테리어들로 힐링하기 좋은 곳 ——————————————————— where: 서울시 관악구 관악로14길 94 when: 12:00 - 22:00 (화 휴무) what: 아메리카노 (4.0) 엘더플라워에이드 (6.0) 버터스콘 (4.0),ㅋㅍㄱㄹ
6037,yun.sojin,,"생일선물고마워,생일스타그램,지미추향수,인스타안하는친구랑,태그안되넹"
6038,beatus__utopia, chees_cake,"하이웨스트익선,찌니_익선동"
6039,zesnie_,,"라소커피스튜디오,lasocoffeestudio"
6040,comoosoo, 남자친구랑 데이트하다가 저녁먹으러간 진대감 선릉점 선릉역에 위치해있는 곳! 차돌삼합 주문해서 먹었다 한우차돌박이+키조개 관자+장아찌 요렇게 싸먹으면 완전 맛있다~ 맛없을 수 없는 조합 맛있게 잘 먹고왔다 . . .,"진대감선릉점,선릉역맛집,선릉맛집,테헤란로맛집,포스코사거리맛집,강남맛집,대치동맛집,삼성동맛집,역삼동맛집,선릉역회식장소,선릉역회식,선릉회식장소,삼성동회식장소,역삼동회식장소,선릉점심,선릉역밥집,차돌삼합,진대감,먹스타그램,맛스타그램,선팔,맞팔,맛집,일상,데일리,foodstagram,food"
6041,cafe_onni, 단골카페,"단양카페,노프라블럼,카페노프라블럼,단양여행,단양맛집,오레오브라우니,브라우니,카페스타그램,카페투어,onni_단양"
6042,comoosoo, 오빠랑 갔다 온 건대에서 소문난 맛집 건대참숯벽돌집 매장도 깔끔하고 인테리어도 좋은 곳 국내산 암소를 사용하는데도 가격대가 다른곳보다 반이상 싸서 앞으로 자주 가게될듯!!! 고기 육즙도 대박 진짜 폭풍흡입하고왔다 건대회식장소로도 추천,"맛집투어,건대맛집,건대소고기,건대입구역맛집,건대데이트,건대역,건대역고기집,건대고기집,건대회식,건대회식장소,건대참숯벽돌집,맛집,건대데이트,건대입구데이트,존맛,JMT,맛스타그램,먹스타그램"
6043,kgm868686, 2018.4.1.,"진해벚꽃공원,조용조용,벚꽃많이폈다,이쁘다,거리,곳곳이,벚꽃향연,좋구낭"
6044,comoosoo, 청년떡집에서 주문한 인절미 생크림 떡 도착! 쫄깃쫄깃한 떡 안에 인절미크림이 가득가득 살짝 해동시켜먹으면 대박 맛있다.. 간식으로 든든하게 냠냠 청년떡집 떡은 정말 쫄깃함이 남다르다 메뉴마다 안맛있는게 없는듯 믿고 먹는 청년떡집 인생떡 아이간식으로도 추천 . . 구입 @youngmill.kr . .,"청년떡집,떡간식,떡추천,떡,떡스타그램,간식,간식스타그램,인절미생크림떡,인생떡,떡맛집,떡택배,간식추천,아이간식,푸드스타그램,맛스타그램,먹스타그램,맛있다그램,먹스타,먹부림,디저트,선팔,맞팔,선팔맞팔,일상,데일리,존맛탱,JMT,food,daily"
6045,kgm868686, 2017.3.19. ㅋ ㅋ,"나홀로,점심,쌀국수,톳면,건강한맛,막맛있진않음"
6046,ordinary_mood,,EverydayHappyBirthDay
6047,cadette_jeon, ʟᴀʟᴀ ʙʀᴇᴀᴅ,
6048,o_ourcafe," - 비오는 날 꺼내보는 제주여행 사진 ,, ఇ 제주살이하고 싶은 여행이었어-",카페뵤뵤
6049,yun.sojin,,"엄마고마워요,엄마사랑해요,케익사줘서고마워요,투썸플레이스케이크,맛있다그램,생일스타그램,만29세,나이먹기싫다"
6050,cafe._.oh," [빈브라더스, 합정 / 강남역] 모던하고 세련된 느낌의 창고형카페인 합정점. 강남역 먹자골목에서 5분거리라서 그런지 조용하고 모델하우스만큼 깔끔한 강남역점. 두 지점 모두 커피를 시키면 해당 원두에 대한 설명카드를 같이 주시는 것이 매력포인트!",
6051,_our_mem0ry,,"성수,헤이보울,성수헤이보울"
